,date,volume,volume_weighted_average,open_price,close_price,highest_price,lowest_price,daily_return,cumulative_return,10_day_ma,100_day_ma,volatility,sharpe_ratio,beta
0,2023-07-01,104964019,442.744,441.44,443.28,444.3,441.11,0.0,0.0,0.0,0.0,0.0,0.0,0.6509232775275885
1,2023-07-02,104964019,442.744,441.44,443.28,444.3,441.11,0.0,0.0,0.0,0.0,0.0,0.0,0.6509232775275885
2,2023-07-03,32593378,443.5281,442.92,443.79,444.08,442.63,0.0011505143475907254,0.0011505143475907254,0.0011505143475907254,0.0011505143475907254,0.0008135364970338185,1.2700237020999021,0.6509232775275885
3,2023-07-04,32593378,443.5281,442.92,443.79,444.08,442.63,0.0,0.0011505143475907254,0.0011505143475907254,0.0011505143475907254,0.0006642497682880319,0.5467139551118196,0.6509232775275885
4,2023-07-05,58418432,443.3129,441.91,443.13,443.889,441.9,-0.0014871898871088307,-0.00033838657282081464,-0.00016833776975905268,-0.00016833776975905268,0.0010812152760672343,-0.13018148820684083,0.6509232775275885
5,2023-07-06,80658302,439.1438,439.42,439.66,440.1,437.06,-0.007830659174508536,-0.008166395957408312,-0.0027224449046755472,-0.0027224449046755472,0.0035886476862969103,-0.6513239940911513,0.6509232775275885
6,2023-07-07,85434178,439.9317,438.63,438.55,442.64,438.3,-0.0025246781603966983,-0.010670456596282185,-0.002673003218605835,-0.002673003218605835,0.0032303389933800216,-0.6846322369657833,0.6509232775275885
7,2023-07-08,85434178,439.9317,438.63,438.55,442.64,438.3,0.0,-0.010670456596282185,-0.002673003218605835,-0.002673003218605835,0.003024823254615262,-0.5769902563190276,0.6509232775275885
8,2023-07-09,85434178,439.9317,438.63,438.55,442.64,438.3,0.0,-0.010670456596282185,-0.002673003218605835,-0.002673003218605835,0.0028520355520694177,-0.5004387656639636,0.6509232775275885
9,2023-07-10,62443501,438.8872,438.18,439.66,439.84,437.585,0.002531068293239125,-0.008166395957408312,-0.001632188916236843,-0.001632188916236843,0.002962997504862804,-0.33605441387963586,0.6509232775275885
10,2023-07-11,64463752,441.2254,440.45,442.46,442.97,439.44,0.006368557521721163,-0.0018498465980870682,-0.00029873117657717535,-0.00029873117657717535,0.00361896557382306,-0.10678622444444169,0.6509232775275885
11,2023-07-12,91895927,445.6589,446.39,446.02,447.4799,444.91,0.00804592505537216,0.006181194730192852,0.0008933625708441584,0.0008933625708441584,0.00423527122629622,0.0910969692753906,0.6509232775275885
12,2023-07-13,71975241,448.5919,447.9,449.56,450.38,447.45,0.007936863817766149,0.014167117848763677,0.0018628410665835046,0.0017738002267094072,0.0045641245652009235,0.2385668944370729,0.6509232775275885
13,2023-07-14,69695823,449.8199,450.475,449.28,451.36,448.49,-0.0006228312127414259,0.013535462912831475,0.0015521320316678883,0.0015075078445482035,0.004398410570988392,0.2046635474576198,0.6509232775275885
14,2023-07-15,69695823,449.8199,450.475,449.28,451.36,448.49,0.0,0.013535462912831475,0.0019863208772074197,0.0015075078445482035,0.0042350516256496286,0.18678955949331247,0.6509232775275885
15,2023-07-16,69695823,449.8199,450.475,449.28,451.36,448.49,0.0,0.013535462912831475,0.003622484219160079,0.0015075078445482035,0.004088661814512312,0.17139816227525753,0.6509232775275885
16,2023-07-17,52680221,450.4644,449.13,450.84,451.93,449.08,0.003472222222222321,0.017054683270167903,0.004621967616263249,0.0017039792823156153,0.00400184354167115,0.21586116791819782,0.6509232775275885
17,2023-07-18,80744448,453.2069,450.5,454.19,454.86,450.0484,0.007430574039570592,0.024611983396498838,0.005023197105307155,0.0022245788057024315,0.004171019084336977,0.3119544299171636,0.6509232775275885
18,2023-07-19,65639688,455.3494,455.01,455.2,456.43,454.1119,0.002223738963869737,0.026890452986825464,0.004673264837627478,0.00222450881888304,0.004050703383733985,0.32419341375539795,0.6509232775275885
19,2023-07-20,70575142,453.3022,454.17,452.18,455.1,451.44,-0.006634446397188021,0.020077603320700188,0.0035275755013240845,0.0015430507253391124,0.004354846224634542,0.22004937955293458,0.6509232775275885
20,2023-07-21,70940618,452.9345,453.96,452.18,454.165,452.17,0.0,0.020077603320700188,0.003121720926981645,0.0015430507253391124,0.004245265241289858,0.20701353551375212,0.6509232775275885
21,2023-07-22,70940618,452.9345,453.96,452.18,454.165,452.17,0.0,0.020077603320700188,0.002301020238916559,0.0015430507253391124,0.004143557250035123,0.1952473634672624,0.6509232775275885
22,2023-07-23,70940618,452.9345,453.96,452.18,454.165,452.17,0.0,0.020077603320700188,0.0011738515231466407,0.0015430507253391124,0.004048822918746679,0.1845702366168389,0.6509232775275885
23,2023-07-24,54043580,453.9232,453.37,454.2,455.04,452.298,0.004467247556282805,0.02463454250135344,0.002191867276951487,0.001751921927549376,0.004024605451112089,0.2253096503179718,0.6509232775275885
24,2023-07-25,54844740,455.3935,453.92,455.44,456.735,453.87,0.0027300748568912514,0.02743187150333859,0.002281568540274781,0.0018171321228388345,0.003950764416320568,0.2442671901144727,0.6509232775275885
