,date,volume,volume_weighted_average,open_price,close_price,highest_price,lowest_price,daily_return,cumulative_return,10_day_ma,100_day_ma,volatility,sharpe_ratio,beta
0,2023-07-01,14212816,145.1738,144.6,145.44,146.0,143.66,0.0,0.0,0.0,0.0,0.0,0.0,0.2630232538709902
1,2023-07-02,14212816,145.1738,144.6,145.44,146.0,143.66,0.0,0.0,0.0,0.0,0.0,0.0,0.2630232538709902
2,2023-07-03,8021622,146.7011,146.19,146.61,147.48,146.0,0.008044554455445718,0.008044554455445718,0.008044554455445718,0.008044554455445718,0.005688359007070122,1.393591848151357,0.2630232538709902
3,2023-07-04,8021622,146.7011,146.19,146.61,147.48,146.0,0.0,0.008044554455445718,0.008044554455445718,0.008044554455445718,0.0046445256803621885,0.6841677547094902,0.2630232538709902
4,2023-07-05,8935519,144.836,144.94,144.64,145.43,144.36,-0.013437009753768714,-0.005500550055005493,-0.002696227649161498,-0.002696227649161498,0.008906897027461438,-0.05114725446192921,0.2630232538709902
5,2023-07-06,9714100,142.653,143.02,143.21,143.39,141.4401,-0.009886615044247593,-0.015332783278327655,-0.00509302344752353,-0.00509302344752353,0.008607021064747169,-0.3289348069025589,0.2630232538709902
6,2023-07-07,8981456,144.7871,143.91,144.34,145.8436,143.0,0.00789051043921507,-0.007563256325632484,-0.0018471399758388796,-0.0018471399758388796,0.008901403596734242,-0.08849658651762526,0.2630232538709902
7,2023-07-08,8981456,144.7871,143.91,144.34,145.8436,143.0,0.0,-0.007563256325632484,-0.0018471399758388796,-0.0018471399758388796,0.008139151382131471,-0.07614920179399229,0.2630232538709902
8,2023-07-09,8981456,144.7871,143.91,144.34,145.8436,143.0,0.0,-0.007563256325632484,-0.0018471399758388796,-0.0018471399758388796,0.007544624835445316,-0.06749188511031624,0.2630232538709902
9,2023-07-10,9100060,145.1726,144.5,145.15,145.99,144.5,0.005611750034640428,-0.001993949394939465,-0.000355361973743018,-0.000355361973743018,0.007385918648721331,0.033933140311489855,0.2630232538709902
10,2023-07-11,11246642,147.0424,146.335,147.42,147.82,145.705,0.01563899414398895,0.013613861386138515,0.0023103640458789765,0.0023103640458789765,0.00857727786741001,0.231232675875473,0.2630232538709902
11,2023-07-12,11323228,148.5428,147.45,148.15,149.87,147.0,0.00495183828517165,0.018633113311331106,0.002687717508635073,0.002687717508635073,0.00820783235450011,0.26701088632172804,0.2630232538709902
12,2023-07-13,11234925,148.7957,148.7,148.87,149.37,147.75,0.0048599392507593375,0.02358360836083606,0.002232772479394161,0.002959245226400606,0.007878499407717088,0.2974618907881625,0.2630232538709902
13,2023-07-14,27028429,150.1386,151.55,149.77,152.89,148.41,0.006045543091287797,0.029771727172717366,0.0027093688058808657,0.0033021672113880715,0.007627195587855307,0.33744425077800444,0.2630232538709902
14,2023-07-15,27028429,150.1386,151.55,149.77,152.89,148.41,0.0,0.029771727172717366,0.0050159943144022345,0.0033021672113880715,0.007353399876940947,0.3102598999547484,0.2630232538709902
15,2023-07-16,27028429,150.1386,151.55,149.77,152.89,148.41,0.0,0.029771727172717366,0.007499762540843872,0.0033021672113880715,0.007107080545065006,0.28691953639566925,0.2630232538709902
16,2023-07-17,17262394,152.6753,150.35,153.38,153.75,150.35,0.024103625559190656,0.054592959295929555,0.010201948394173136,0.00538231304616833,0.00881649309842036,0.44916619156340404,0.2630232538709902
17,2023-07-18,13491725,153.7237,153.38,153.66,154.4,152.82,0.0018255313600208378,0.05651815181518138,0.009005317389294236,0.005058969256518558,0.008544683135286767,0.43358811875714615,0.2630232538709902
18,2023-07-19,12405100,154.1782,152.75,154.25,155.205,152.22,0.0038396459716256715,0.06057480748074795,0.008359608462085666,0.004957358982777484,0.008290634423221937,0.4344936172950379,0.2630232538709902
19,2023-07-20,9935907,156.0587,154.53,156.15,156.59,154.41,0.012317666126418159,0.07363861386138604,0.009197847973557882,0.005523536455365228,0.00831812985010942,0.49183949404324906,0.2630232538709902
20,2023-07-21,10636378,155.3254,155.8,154.95,156.14,154.69,-0.007684918347742653,0.06538778877887763,0.006282358912091432,0.0045800753980003795,0.008492408902799701,0.41759904870679954,0.2630232538709902
21,2023-07-22,10636378,155.3254,155.8,154.95,156.14,154.69,0.0,0.06538778877887763,0.0064724332873656865,0.0045800753980003795,0.008306890150487484,0.3960130335228895,0.2630232538709902
22,2023-07-23,10636378,155.3254,155.8,154.95,156.14,154.69,0.0,0.06538778877887763,0.006741182293466745,0.0045800753980003795,0.008132790334831228,0.3764684342735508,0.2630232538709902
23,2023-07-24,14381427,157.6303,154.97,158.0,158.785,154.73,0.019683768957728276,0.08635863586358616,0.009014219937873491,0.00558698830198224,0.00868113624692287,0.46180650633377396,0.2630232538709902
24,2023-07-25,9944679,156.9654,157.3,156.82,157.7198,155.96,-0.007468354430379742,0.07824532453245303,0.006659566456694458,0.0047710293812096155,0.008788083275224682,0.4041985931678857,0.2630232538709902
25,2023-07-26,8728593,157.3907,156.71,157.76,158.25,156.275,0.005994133401351798,0.08470847084708444,0.006576387324776625,0.004842976676512097,0.008621432212463977,0.4157592154693681,0.2630232538709902
26,2023-07-27,10778406,156.8925,157.77,156.02,158.78,155.5538,-0.011029411764705732,0.07274477447744765,0.0021847576592895768,0.003961177318666662,0.008902013753114425,0.34904258193265647,0.2630232538709902
27,2023-07-28,9105974,156.9395,157.28,156.91,157.6,156.4401,0.005704396872195705,0.0788641364136411,0.002669615848311435,0.004052925716220822,0.008747735905774575,0.36018287477324823,0.2630232538709902
28,2023-07-29,9105974,156.9395,157.28,156.91,157.6,156.4401,0.0,0.0788641364136411,0.0025024686878379727,0.004052925716220822,0.008601116855688663,0.3463376499455649,0.2630232538709902
29,2023-07-30,9105974,156.9395,157.28,156.91,157.6,156.4401,0.0,0.0788641364136411,0.0008666024480746085,0.004052925716220822,0.008461554833365774,0.3334733360418909,0.2630232538709902
30,2023-07-31,8894353,157.9276,157.18,157.96,159.38,157.151,0.006691734115097825,0.08608360836083584,0.0032627111918813547,0.004184866136164672,0.008346981044899629,0.34913431436220144,0.2630232538709902
31,2023-08-01,6855682,156.9426,157.43,157.18,158.0,156.15,-0.004937958976956147,0.08072057205720551,0.002091186882047426,0.0037504458926827283,0.008451921372367055,0.31755917260271693,0.2630232538709902
32,2023-08-02,8303708,155.0563,155.56,155.4,155.69,153.94,-0.01132459600458069,0.0684818481848184,0.0004142140212189116,0.0030652167155343912,0.008757933457079588,0.2275574063689333,0.2630232538709902
