,date,volume,volume_weighted_average,open_price,close_price,highest_price,lowest_price,daily_return,cumulative_return,10_day_ma,100_day_ma,volatility,sharpe_ratio,beta
0,2023-07-01,501124950,42.2186,41.68,42.302,42.55,41.501,0.0,0.0,0.0,0.0,0.0,0.0,2.0141128352552737
1,2023-07-02,501124950,42.2186,41.68,42.302,42.55,41.501,0.0,0.0,0.0,0.0,0.0,0.0,2.0141128352552737
2,2023-07-03,198209190,42.5106,42.517,42.413,42.898,42.202,0.002623989409484162,0.002623989409484162,0.002623989409484162,0.002623989409484162,0.0018554407052079355,1.3509920789243404,2.0141128352552737
3,2023-07-04,198209190,42.5106,42.517,42.413,42.898,42.202,0.0,0.002623989409484162,0.002623989409484162,0.002623989409484162,0.001514960991916408,0.636780945654355,2.0141128352552737
4,2023-07-05,323617560,42.6645,42.135,42.317,43.177,42.085,-0.0022634569589511377,0.0003545931634438837,0.00018026622526651215,0.00018026622526651215,0.001998004163670798,0.027330822047386533,2.0141128352552737
5,2023-07-06,304138790,41.8158,41.844,42.103,42.179,41.346,-0.005057069262943914,-0.004704269301687769,-0.00156551227080363,-0.00156551227080363,0.0028797142110917598,-0.4287107803793253,2.0141128352552737
6,2023-07-07,355851470,42.7642,42.322,42.503,43.214,42.18,0.009500510652447502,0.00475154839014702,0.0012009934600091532,0.0012009934600091532,0.004979876489183855,0.033876341992113625,2.0141128352552737
7,2023-07-08,355851470,42.7642,42.322,42.503,43.214,42.18,0.0,0.00475154839014702,0.0012009934600091532,0.0012009934600091532,0.0045560459711699195,0.023939147657211043,2.0141128352552737
8,2023-07-09,355851470,42.7642,42.322,42.503,43.214,42.18,0.0,0.00475154839014702,0.0012009934600091532,0.0012009934600091532,0.004225051807486599,0.016553004823372804,2.0141128352552737
9,2023-07-10,353794110,42.1307,42.657,42.18,42.811,41.649,-0.007599463567277587,-0.0028840243960096545,-0.0005590979454481948,-0.0005590979454481948,0.004805280292872007,-0.18625277948598346,2.0141128352552737
10,2023-07-11,296815060,42.3753,42.481,42.405,42.758,42.067,0.005334281650071215,0.0024348730556476017,0.0004231319871383736,0.0004231319871383736,0.004869452065952858,-0.046517073082732056,2.0141128352552737
11,2023-07-12,481277020,43.5979,43.033,43.902,43.935,42.7773,0.03530244074991162,0.03782327076733982,0.005405890381820266,0.005405890381820266,0.011533138598060277,0.26321322785308027,2.0141128352552737
12,2023-07-13,477883890,45.1937,44.518,45.977,46.155,44.492,0.04726436153250413,0.0868753250437333,0.011783086399394547,0.01063819927565575,0.016762107241154303,0.49498626456175054,2.0141128352552737
13,2023-07-14,771610980,46.6484,46.5828,45.469,48.088,45.06,-0.011049002762250626,0.07486643657510306,0.0089290752541889,0.008228510160332818,0.01681872960389259,0.3984106656290838,2.0141128352552737
14,2023-07-15,771610980,46.6484,46.5828,45.469,48.088,45.06,0.0,0.07486643657510306,0.01052800842749462,0.008228510160332818,0.016230479245414944,0.3672077396453428,2.0141128352552737
15,2023-07-16,771610980,46.6484,46.5828,45.469,48.088,45.06,0.0,0.07486643657510306,0.013125521375901042,0.008228510160332818,0.015699604235652777,0.3404449180651629,2.0141128352552737
16,2023-07-17,510382620,45.9012,46.289,46.461,46.496,45.2624,0.02181706217422863,0.09831686445085364,0.015178279962864564,0.009587365361722399,0.015743380903429853,0.4096380371242655,2.0141128352552737
17,2023-07-18,570073420,46.9006,46.701,47.494,47.896,45.734,0.022233701383956417,0.12273651364001714,0.01618619730873483,0.010737032272834584,0.015744211457935937,0.4718314098849521,2.0141128352552737
18,2023-07-19,427501790,47.1594,47.464,47.077,47.818,46.742,-0.008780056428180472,0.11287882369627922,0.013065415591620416,0.009110608214416662,0.015717537763682062,0.41077788599467135,2.0141128352552737
19,2023-07-20,537797910,45.938,46.507,45.52,47.087,45.062,-0.03307347537013816,0.0760720533308119,0.009881164116262844,0.005865678707912445,0.017719328962514568,0.2838935739468501,2.0141128352552737
20,2023-07-21,963768630,44.6069,45.788,44.309,45.866,44.1,-0.02660369068541313,0.0474445652687816,0.0058889175743273015,0.003546438036960618,0.018555856915475153,0.1931607435857166,2.0141128352552737
21,2023-07-22,963768630,44.6069,45.788,44.309,45.866,44.1,0.0,0.0474445652687816,0.0016869856921009699,0.003546438036960618,0.018094123441190543,0.18317855775613637,2.0141128352552737
22,2023-07-23,963768630,44.6069,45.788,44.309,45.866,44.1,0.0,0.0474445652687816,-0.00590924361463289,0.003546438036960618,0.01766524952119882,0.17413956140962217,2.0141128352552737
23,2023-07-24,383103390,44.6314,44.731,44.612,45.109,44.04,0.00683833984066462,0.054607347170346765,-0.002928019847480349,0.0037658981572075514,0.01728551616235374,0.1838979780903434,2.0141128352552737
24,2023-07-25,348080910,45.7727,44.941,45.679,46.1825,44.923,0.02391733165964305,0.07983074086331632,0.0009070303678229934,0.00502536275110977,0.017463945756161368,0.23515499272030863,2.0141128352552737
25,2023-07-26,364237260,45.3175,46.021,45.452,46.053,44.63,-0.004969460802557113,0.07446456432319981,0.00017246897152548013,0.004437431953835247,0.017177025578623963,0.21301779799394505,2.0141128352552737
