,date,volume,volume_weighted_average,open_price,close_price,highest_price,lowest_price,daily_return,cumulative_return,10_day_ma,100_day_ma,volatility,sharpe_ratio,beta
0,2023-07-01,54327974,130.2735,129.47,130.36,131.245,128.95,0.0,0.0,0.0,0.0,0.0,0.0,1.1824274921300015
1,2023-07-02,54327974,130.2735,129.47,130.36,131.245,128.95,0.0,0.0,0.0,0.0,0.0,0.0,1.1824274921300015
2,2023-07-03,28264785,130.8295,130.82,130.22,131.85,130.065,-0.0010739490641301641,-0.0010739490641301641,-0.0010739490641301641,-0.0010739490641301641,0.0007593966658953855,-1.568683181615022,1.1824274921300015
3,2023-07-04,28264785,130.8295,130.82,130.22,131.85,130.065,0.0,-0.0010739490641301641,-0.0010739490641301641,-0.0010739490641301641,0.0006200447812714969,-0.8789345277836917,1.1824274921300015
4,2023-07-05,35895409,130.3199,130.24,130.38,131.4,129.64,0.001228689909384073,0.00015342129487572187,7.737042262695448e-05,7.737042262695448e-05,0.0009411091512095047,-0.19231225148009035,1.1824274921300015
5,2023-07-06,40697848,128.268,128.25,128.36,128.73,127.37,-0.015493173799662419,-0.015342129487572742,-0.005112810984802836,-0.005112810984802836,0.006993711010131483,-0.7022525815234528,1.1824274921300015
6,2023-07-07,41992251,129.8568,128.59,129.78,130.97,128.1294,0.011062636335306797,-0.004449217551396156,-0.0010689491547754282,-0.0010689491547754282,0.008509245909850973,-0.30454465986393126,1.1824274921300015
7,2023-07-08,41992251,129.8568,128.59,129.78,130.97,128.1294,0.0,-0.004449217551396156,-0.0010689491547754282,-0.0010689491547754282,0.007772511669168329,-0.2563025706375884,1.1824274921300015
8,2023-07-09,41992251,129.8568,128.59,129.78,130.97,128.1294,0.0,-0.004449217551396156,-0.0010689491547754282,-0.0010689491547754282,0.007199187433995335,-0.22201563502670846,1.1824274921300015
9,2023-07-10,61889289,127.083,129.07,127.13,129.28,125.915,-0.020419170904607875,-0.024777539122430303,-0.0049389935047419176,-0.0049389935047419176,0.009448980005155224,-0.46593949390067235,1.1824274921300015
10,2023-07-11,49951460,128.6314,127.75,128.78,129.77,127.35,0.012978840556910232,-0.012120282295182694,-0.0019526878277998927,-0.0019526878277998927,0.010202121141554778,-0.27409368109724824,1.1824274921300015
11,2023-07-12,53922847,130.2768,130.31,130.8,131.26,128.83,0.015685665476005584,0.003375268487265881,0.0005670769298866039,0.0005670769298866039,0.010931989163094593,-0.10427325192712171,1.1824274921300015
12,2023-07-13,61166283,133.882,134.04,134.3,134.67,132.71,0.026758409785932802,0.03022399509051854,0.004543128194181313,0.0038409935368923787,0.012911745675772671,0.09278098271079616,1.1824274921300015
13,2023-07-14,54466090,135.2716,134.06,134.68,136.65,134.06,0.0028294862248696706,0.033138999693157256,0.004328922948017358,0.003728603835556522,0.012362280155381456,0.10333188156062934,1.1824274921300015
14,2023-07-15,54466090,135.2716,134.06,134.68,136.65,134.06,0.0,0.033138999693157256,0.004771813382107827,0.003728603835556522,0.011897313911696688,0.09462483832612144,1.1824274921300015
15,2023-07-16,54466090,135.2716,134.06,134.68,136.65,134.06,0.0,0.033138999693157256,0.008149311245736202,0.003728603835556522,0.011481231285851419,0.08713613575162174,1.1824274921300015
16,2023-07-17,48450198,133.8504,134.56,133.56,135.62,133.21,-0.008316008316008316,0.024547407180116387,0.004919537137183683,0.0025241426204000383,0.011401374851884609,0.03201539286370887,1.1824274921300015
17,2023-07-18,54969133,132.6637,132.71,132.83,133.86,131.355,-0.005465708295896876,0.018947529917152428,0.003435930646743603,0.0017977925371003187,0.011170721067009299,-0.0012224292385229762,1.1824274921300015
18,2023-07-19,54390507,135.0114,133.39,135.36,135.99,132.53,0.019046902055258608,0.03835532371893202,0.0053873020728079785,0.0032352183302801762,0.0116281002732993,0.09460938399050421,1.1824274921300015
19,2023-07-20,59782329,131.4709,134.07,129.96,134.7915,129.33,-0.039893617021276584,-0.0030684258975147705,0.00295299630822439,-8.238438907034376e-05,0.01485819934762925,-0.06024954030366082,1.1824274921300015
