,date,open_price,close_price,highest_price,lowest_price,daily_return,cumulative_return,10_day_ma,100_day_ma,volatility,sharpe_ratio,beta
0,2023-07-01,15085.24180006295,15179.20838516407,15213.75164593196,15081.56610319916,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999986
1,2023-07-02,15085.24180006295,15179.20838516407,15213.75164593196,15081.56610319916,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999986
2,2023-07-03,15190.5414318954,15208.6932939595,15232.96134881992,15153.59713283207,0.001942453654187215,0.001942453654187215,0.001942453654187215,0.001942453654187215,0.0013735221510163687,1.3288099787849836,0.9999999999999986
3,2023-07-04,15190.5414318954,15208.6932939595,15232.96134881992,15153.59713283207,0.0,0.001942453654187215,0.001942453654187215,0.001942453654187215,0.0011214761401333608,0.6121061888934907,0.9999999999999986
4,2023-07-05,15165.35858827069,15203.77765940839,15275.18148462772,15162.65811748091,-0.00032321215610697784,0.0016186136734466228,0.0008096207490401186,0.0008096207490401186,0.0010363568464006182,0.26638347338336815,0.9999999999999986
5,2023-07-06,15054.10330754214,15089.44869228777,15106.45358010147,14969.14420626536,-0.007519773682685416,-0.0059133316177427675,-0.0019668440615350593,-0.0019668440615350593,0.0036558628435369553,-0.32246102157746914,0.9999999999999986
6,2023-07-07,15070.50098745841,15036.85203288828,15210.62734231826,15032.56211099787,-0.0034856581225775063,-0.009378377887935385,-0.002346547576795671,-0.002346547576795671,0.003402674624538103,-0.46974115719888837,0.9999999999999986
7,2023-07-08,15070.50098745841,15036.85203288828,15210.62734231826,15032.56211099787,0.0,-0.009378377887935385,-0.002346547576795671,-0.002346547576795671,0.0031619773767190325,-0.3976340000227807,0.9999999999999986
8,2023-07-09,15070.50098745841,15036.85203288828,15210.62734231826,15032.56211099787,0.0,-0.009378377887935385,-0.002346547576795671,-0.002346547576795671,0.0029655601740766814,-0.3464799044263446,0.9999999999999986
9,2023-07-10,15031.94674348979,15045.6386551749,15066.43540322388,14924.63583361054,0.000584339213247631,-0.008799518828644382,-0.0017603702187870107,-0.0017603702187870107,0.002835220199930632,-0.28257912154587156,0.9999999999999986
10,2023-07-11,15068.13162289981,15119.06175474468,15135.29060913222,14974.15999956047,0.0048800254513972074,-0.0039624352530910345,-0.000653637607089641,-0.000653637607089641,0.0032522202701162637,-0.08846450948722767,0.9999999999999986
11,2023-07-12,15279.35228505855,15307.22589531347,15364.09176358542,15209.70764997747,0.012445490574819473,0.0084337408711328,0.0012176664188973754,0.0012176664188973754,0.004949908399618013,0.16944083034793178,0.9999999999999986
12,2023-07-13,15432.47822349836,15571.97608863432,15602.73934255319,15420.71294503684,0.017295765746940805,0.02587537462455103,0.003410996717862174,0.003227428834902804,0.0067096312515053476,0.38678886119570244,0.9999999999999986
13,2023-07-14,15610.00225197615,15565.59720488614,15720.05522788529,15530.99899844943,-0.000409638681171276,0.025455136389043842,0.0029334172929829927,0.002823310222005684,0.006463139654201477,0.34776225566099317,0.9999999999999986
14,2023-07-15,15610.00225197615,15565.59720488614,15720.05522788529,15530.99899844943,0.0,0.025455136389043842,0.003398650071424417,0.002823310222005684,0.006231518268628808,0.3195632929949784,0.9999999999999986
15,2023-07-16,15610.00225197615,15565.59720488614,15720.05522788529,15530.99899844943,0.0,0.025455136389043842,0.005218387363776056,0.002823310222005684,0.006023099693104421,0.2953462264410978,0.9999999999999986
16,2023-07-17,15608.28381344291,15713.27711268428,15745.6667233559,15576.51217543057,0.009487583794843601,0.0351842279233876,0.007380594350012907,0.003489737579289476,0.006136405696130796,0.3774563539761876,0.9999999999999986
17,2023-07-18,15671.72214208163,15841.35136312486,15895.67731015268,15607.71231274969,0.008150702716061442,0.04362170682154676,0.007490609830876983,0.003913461682632382,0.006115411845070602,0.4359673145742321,0.9999999999999986
18,2023-07-19,15888.15587648817,15826.35232139781,15932.05026420087,15781.95918105374,-0.0009468284228557611,0.04263357612681884,0.0064359300491603905,0.0035084375071750364,0.005989223995857416,0.3998707396247426,0.9999999999999986
19,2023-07-20,15717.67308446157,15466.0882606739,15771.84342804978,15429.86775372132,-0.0227635562135704,0.018899528106500085,0.0035174431208081364,0.0014875149132715414,0.00818798184656912,0.2224087880410883,0.9999999999999986
20,2023-07-21,15554.95481187699,15425.67396606672,15600.5376255589,15410.56559089982,-0.0026130909074106867,0.016237051014039938,0.0025808035759571496,0.0011946144975085251,0.008010844155298659,0.19276425624643742,0.9999999999999986
21,2023-07-22,15554.95481187699,15425.67396606672,15600.5376255589,15410.56559089982,0.0,0.016237051014039938,0.0011715625761196749,0.0011946144975085251,0.007810137128442149,0.1823750725362598,0.9999999999999986
22,2023-07-23,15554.95481187699,15425.67396606672,15600.5376255589,15410.56559089982,0.0,0.016237051014039938,-0.0015158046190171803,0.0011946144975085251,0.007623804441091623,0.17295785450411047,0.9999999999999986
23,2023-07-24,15475.15314141391,15448.02052097999,15504.66758041091,15374.65553603013,0.0014486598745977464,0.017709232852923584,-0.0012060881930556766,0.0012115508559811397,0.0074499043142996655,0.17321921658153944,0.9999999999999986
24,2023-07-25,15483.06337063049,15561.41541626182,15622.68655148195,15482.03953409444,0.007340415888743124,0.025179641875877845,1.484096148700915e-05,0.0015946049205287638,0.007407815997175078,0.20808213583121798,0.9999999999999986
25,2023-07-26,15514.04174631834,15499.26473526639,15571.15664157776,15411.90500977378,-0.00399389639906933,0.021085180595790565,-0.00048625120858253323,0.0012658695487876995,0.00732203285406599,0.1760169039703516,0.9999999999999986
26,2023-07-27,15734.02702464318,15464.92919772619,15795.51233288674,15416.047257584,-0.0022153010563188413,0.018823169516625216,-0.0019491118149778386,0.0010724711818373362,0.007199417672600924,0.15601626423542458,0.9999999999999986
27,2023-07-28,15630.17362298252,15750.92771978492,15788.47597015715,15617.7476911446,0.01849336123056955,0.03766463442057,-0.0006562795006643252,0.0019893601317706104,0.007842718360258084,0.24013381079170568,0.9999999999999986
28,2023-07-29,15630.17362298252,15750.92771978492,15788.47597015715,15617.7476911446,0.0,0.03766463442057,-0.0006147725117798343,0.0019893601317706104,0.007700658455475864,0.23067578276518366,0.9999999999999986
29,2023-07-30,15630.17362298252,15750.92771978492,15788.47597015715,15617.7476911446,0.0,0.03766463442057,0.0030766914385185937,0.0019893601317706104,0.007566050233493406,0.22188364921934925,0.9999999999999986
30,2023-07-31,15774.29697913586,15756.99941665471,15803.55178135431,15702.73680147429,0.00038548185718378924,0.038064635310980366,0.0035764535659510064,0.0019091662180412694,0.0074363452586585724,0.2154760463026644,0.9999999999999986
31,2023-08-01,15696.98268464625,15718.00918877653,15748.42692879305,15636.56536422084,-0.0024744703510598542,0.03549597514841962,0.0027120358635208835,0.0017004216195126444,0.007464618836940244,0.19671991728573948,0.9999999999999986
32,2023-08-02,15561.14759604778,15370.73887045642,15561.3565202507,15321.43716998052,-0.02209378517020333,0.01261794952888029,-0.00038869176569464314,0.0006188667654346457,0.008586718140497034,0.06620359706486816,0.9999999999999986
33,2023-08-03,15287.77301957027,15353.54120639021,15436.5905407642,15270.72237905289,-0.001118857343889057,0.011484974499496037,-0.0007096314180054936,0.0005433135432901369,0.008590895148423186,0.06489378386946043,0.9999999999999986
34,2023-08-04,15420.7391719441,15274.91503440916,15523.31437670746,15258.68561169844,-0.005121044775541761,0.006305114655296373,-0.002267314001041104,0.0003072986133388078,0.008648360236365667,0.05887237436037408,0.9999999999999986
35,2023-08-05,15420.7391719441,15274.91503440916,15523.31437670746,15258.68561169844,0.0,0.006305114655296373,-0.0020206593727513577,0.0003072986133388078,0.008525241349831687,0.12804687201280204,0.9999999999999986
36,2023-08-06,15420.7391719441,15274.91503440916,15523.31437670746,15258.68561169844,0.0,0.006305114655296373,-0.001988219092156777,0.0003072986133388078,0.008493552698789736,0.16288189824955088,0.9999999999999986
37,2023-08-07,15355.62253695427,15407.85441512311,15410.85392018024,15258.920374473,0.008703117524024417,0.015063106333168319,-0.0036199263765809655,0.0006431313697662322,0.008621478914344515,0.1973139462761751,0.9999999999999986
38,2023-08-08,15279.41420070963,15273.04838155852,15295.79951996568,15148.24572589929,-0.008749176227436095,0.00618214033389064,-0.004352676355274555,0.000281888769873835,0.008797367203415422,0.1650372549510578,0.9999999999999986
39,2023-08-09,15286.98752686512,15101.70736461432,15288.76044220756,15077.91134872033,-0.011218521192605246,-0.005105735331066064,-0.005210906959940892,-0.00014405233984761246,0.00905622125430001,0.1178224807227755,0.9999999999999986
40,2023-08-10,15217.29421892228,15128.837438579,15366.28681182359,15072.49181481393,0.001796490509957227,-0.003318417226177428,-0.005034530878344212,-7.47472380688682e-05,0.0090182665087919,0.07521401449526427,0.9999999999999986
41,2023-08-11,15010.52414233809,15028.07147324647,15102.53056081587,14973.66529150839,-0.00666052270980011,-0.009956837542681951,-0.005557787423186744,-0.00030184294399063515,0.008785133731744202,-0.0335226451018134,0.9999999999999986
42,2023-08-12,15010.52414233809,15028.07147324647,15102.53056081587,14973.66529150839,0.0,-0.009956837542681951,-0.0031955020307558035,-0.00030184294399063515,0.008113722544781883,-0.11934686565829443,0.9999999999999986
43,2023-08-13,15010.52414233809,15028.07147324647,15102.53056081587,14973.66529150839,0.0,-0.009956837542681951,-0.003541609478566928,-0.00030184294399063515,0.008115360221727187,-0.11711100313470438,0.9999999999999986
44,2023-08-14,14988.41698554057,15205.58545032736,15206.26291617252,14972.01054410756,0.011812159490784069,0.0017377101950242224,-0.000719408767512623,0.00010195713716852166,0.008452080046654507,-0.07036132788561217,0.9999999999999986
45,2023-08-15,15172.07898592668,15037.64754458052,15192.88417936485,15014.36484646226,-0.011044487980778395,-0.009325969905117248,-0.0021944200836934474,-0.00025760560857170144,0.008656569493609769,-0.11269218224377801,0.9999999999999986
46,2023-08-16,15021.62966728397,14876.46951484756,15077.04822936773,14874.02352063015,-0.01071830080171332,-0.019944312156119803,-0.0032599051734459317,-0.0005845023333573771,0.00858913173848141,-0.20564373011887718,0.9999999999999986
47,2023-08-17,14943.33614461143,14715.81040096317,14949.58450970335,14698.28767576406,-0.010799545801108534,-0.030528468444626755,-0.005697738089087551,-0.0008940491051074121,0.008529726492194335,-0.29209342987769416,0.9999999999999986
48,2023-08-18,14589.71382071723,14694.83711013657,14744.56804713588,14557.82921474942,-0.0014252215987524686,-0.031910180210775074,-0.004782243760502097,-0.0009096718255087373,0.00852732736616054,-0.29220068126715676,0.9999999999999986
49,2023-08-19,14589.71382071723,14694.83711013657,14744.56804713588,14557.82921474942,0.0,-0.031910180210775074,-0.0038627755559159332,-0.0009096718255087373,0.0076205715558042625,-0.19956563609035569,0.9999999999999986
50,2023-08-20,14589.71382071723,14694.83711013657,14744.56804713588,14557.82921474942,0.0,-0.031910180210775074,-0.004805986566894793,-0.0009096718255087373,0.007624418795827535,-0.18871723443299476,0.9999999999999986
51,2023-08-21,14762.0064012999,14936.68589091251,14958.86514599399,14739.366958773,0.01645807836883817,-0.0159772820886096,-0.0009528863871217467,-0.00041345039138454,0.008304436091047434,-0.12262604224354205,0.9999999999999986
52,2023-08-22,15035.07315542953,14908.96232660824,15037.79376398134,14883.98233999803,-0.0018560719899142208,-0.017803699092764247,-0.0010819129018063858,-0.00045352321356592,0.0083033358861125,-0.13003517836456652,0.9999999999999986
53,2023-08-23,14947.57536301601,15148.05561002108,15188.86347447067,14947.57536301601,0.016036882928205376,-0.002052332002598578,0.0010579365769450844,-7.836561085614711e-06,0.008865954757574008,-0.07613925793050422,0.9999999999999986
54,2023-08-24,15278.93086288406,14816.44191826432,15279.2433967274,14814.83366482806,-0.021891502136906826,-0.02389890550908491,-0.0031550211265162775,-0.0005837224972914361,0.009541996293732643,-0.18552547186186832,0.9999999999999986
55,2023-08-25,14858.93112939414,14941.82699181644,15001.29149402478,14715.36113605962,0.00846256302584747,-0.015638588477356885,-0.0007166397506880445,-0.0003517664582365923,0.009703430350440957,-0.13814162869702729,0.9999999999999986
56,2023-08-26,14858.93112939414,14941.82699181644,15001.29149402478,14715.36113605962,0.0,-0.015638588477356885,0.0007121689708869949,-0.0003517664582365923,0.009703666916490246,-0.1277446122666261,0.9999999999999986
57,2023-08-27,14858.93112939414,14941.82699181644,15001.29149402478,14715.36113605962,0.0,-0.015638588477356885,0.0026307880995529165,-0.0003517664582365923,0.008976126630521693,-0.20628264179674546,0.9999999999999986
58,2023-08-28,15035.47858078091,15052.46034087338,15086.23157373987,14948.9238020821,0.007404271854943412,-0.008350108982927429,0.0041023703418355635,-0.00015786550040709224,0.009125523175174701,-0.17915734132677727,0.9999999999999986
59,2023-08-29,15043.02428417087,15376.54764313747,15391.56099586715,15034.54394663943,0.021530520255486962,0.013000629081967086,0.006592106043785763,0.0003711195180293481,0.010045429280818847,-0.10758595020792142,0.9999999999999986
60,2023-08-30,15386.66598877322,15462.43083319558,15484.82615111321,15341.94317602413,0.005585336321995538,0.018658578289783012,0.006466259828561985,0.0004952675371714002,0.010110396021920053,-0.09076029959104476,0.9999999999999986
61,2023-08-31,15475.43036229929,15501.07442640266,15575.01434034942,15466.41051483243,0.002499192631737923,0.021204402302901437,0.004721399111424454,0.0005418704463473659,0.01011902444613333,-0.07134046516495643,0.9999999999999986
62,2023-09-01,15600.95326180434,15490.86362903571,15618.85366066902,15429.35964942382,-0.0006587154597205158,0.02053171917556984,0.004871068677698667,0.0005145844030276413,0.009255305783105777,0.01208732673407378,0.9999999999999986
63,2023-09-02,15600.95326180434,15490.86362903571,15618.85366066902,15429.35964942382,0.0,0.02053171917556984,0.003275952356197709,0.0005145844030276413,0.009251641042406071,0.016461085524279166,0.9999999999999986
64,2023-09-03,15600.95326180434,15490.86362903571,15618.85366066902,15429.35964942382,0.0,0.02053171917556984,0.0074705281050484644,0.0005145844030276413,0.009194507399042392,0.03622595960477578,0.9999999999999986
65,2023-09-04,15600.95326180434,15490.86362903571,15618.85366066902,15429.35964942382,0.0,0.02053171917556984,0.007272121120888664,0.0005145844030276413,0.009194507399042392,0.036259344817861534,0.9999999999999986
66,2023-09-05,15460.52252530936,15508.2356725109,15556.84661690081,15419.96027819632,0.0011214380225146314,0.021676182248635545,0.006247007271159659,0.0005280700390162411,0.009194646792884582,0.04035999453009532,0.9999999999999986
67,2023-09-06,15467.32228177067,15371.44302821838,15486.99844034106,15289.47967737951,-0.008820645183706621,0.012664339152376414,0.004094485491893047,0.00032483709939183105,0.0092151918958408,-0.025165932070043574,0.9999999999999986
68,2023-09-07,15174.22129129804,15258.52215633162,15288.19626562294,15138.72554417731,-0.007346146466500447,0.0052251585955611635,0.001987282874543924,0.00016162468309625065,0.00917292021113294,-0.01869204626054202,0.9999999999999986
69,2023-09-08,15265.57403536179,15280.23023330795,15374.21970680291,15244.06176559889,0.0014226854182808335,0.006655277770784007,-0.0008852649593426655,0.00018789678174592947,0.008926420317329896,0.027906448787325355,0.9999999999999986
70,2023-09-09,15265.57403536179,15280.23023330795,15374.21970680291,15244.06176559889,0.0,0.006655277770784007,-0.001963698506232366,0.00018789678174592947,0.008922964267487541,0.021261626387605554,0.9999999999999986
